id,count_of_investments,sum_of_investments,users_age,occupation_normalized,investment_objectives,investment_experience,risk_tolerance,years_investing_illiquid,marital_status,investment_time_horizon,liquid_net_worth,years_investing_securities,income_information_type,Cluster
10627,3,50000.0,49,Financial Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Unknown,1 - 5 years,Married,Unknown,Unknown,> 20 years,Unknown,3
10627,3,50000.0,49,Financial Professional,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,3
10632,3,70000.0,64,Sales,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$500,001 - $1,000,000",15 - 20 years,Unknown,0
10632,3,70000.0,64,Sales,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$500,001 - $1,000,000",15 - 20 years,individual,0
10632,3,70000.0,64,Sales,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,0
10634,1,20000.0,54,Consulting,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,1 - 5 years,Single,1 – 5 years,"$1,000,001 - $2,500,000",15 - 20 years,individual,1
10634,1,20000.0,54,Consulting,Unknown,Unknown,Unknown,Unknown,Single,Unknown,Unknown,Unknown,Unknown,1
10639,9,295000.0,58,Other,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Single,5 – 10 years,"< $100,000",5 - 10 years,individual,0
10678,1,10000.0,40,Real Estate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",10 - 15 years,individual,4
10690,6,240000.0,39,Other,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$250,001 - $500,000",5 - 10 years,individual,2
10690,6,240000.0,39,Other,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Married,10 – 20 years,"$2,500,001 - $10,000,000",> 20 years,individual,2
10690,6,240000.0,39,Other,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,2
10702,15,500000.0,85,Retired,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Unknown,5 – 10 years,"$2,500,001 - $10,000,000",> 20 years,Unknown,0
10702,15,500000.0,85,Retired,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Unknown,5 – 10 years,"$2,500,001 - $10,000,000",> 20 years,Unknown,0
10739,1,25000.0,41,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,1 - 5 years,Married,5 – 10 years,"$250,001 - $500,000",10 - 15 years,joint,4
10739,1,25000.0,41,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$2,500,001 - $10,000,000",5 - 10 years,individual,4
10746,8,150000.0,36,Executive,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"< $100,000",1 - 5 years,individual,2
10746,8,150000.0,36,Executive,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"< $100,000",1 - 5 years,individual,2
