id,count_of_investments,sum_of_investments,users_age,occupation_normalized,investment_objectives,investment_experience,risk_tolerance,years_investing_illiquid,marital_status,investment_time_horizon,liquid_net_worth,years_investing_securities,income_information_type,Cluster
13360,1,10000.0,66,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",1 - 5 years,individual,5
13365,13,195000.0,49,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",15 - 20 years,individual,0
13372,5,135000.0,62,Executive,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$1,000,001 - $2,500,000",> 20 years,individual,6
13384,1,10000.0,50,Corporate,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$250,001 - $500,000",> 20 years,joint,6
13404,2,30000.0,57,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$250,001 - $500,000",15 - 20 years,joint,0
13404,2,30000.0,57,Science & Engineering,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,2
13417,2,60000.0,62,Financial Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Single,5 – 10 years,"$100,001 - $250,000",> 20 years,individual,0
13424,2,30000.0,38,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$100,001 - $250,000",5 - 10 years,individual,10
13430,1,20000.0,41,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"< $100,000",1 - 5 years,individual,1
13442,4,100000.0,43,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",1 - 5 years,joint,4
13442,4,100000.0,43,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",1 - 5 years,Unknown,4
13442,4,100000.0,43,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Unknown,1 - 5 years,Married,Unknown,Unknown,1 - 5 years,joint,4
13472,21,360019.93,51,Consulting,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Unknown,> 20 years,Married,Unknown,Unknown,> 20 years,joint,6
13472,21,360019.93,51,Consulting,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",> 20 years,Unknown,6
13477,1,15000.0,42,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",5 - 10 years,joint,8
13479,9,195000.0,46,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Unknown,5 – 10 years,"$500,001 - $1,000,000",5 - 10 years,joint,8
